,Average Fitness,Best Individual,Fitness Best,Fitness Worst
1008,1145.84,[1 1 1 ... 1 1 1],1148,1144
1009,1146.04,[1 1 1 ... 1 1 1],1149,1144
1010,1145.98,[1 1 1 ... 1 1 1],1149,1144
1011,1146.26,[1 1 1 ... 1 1 1],1149,1144
1012,1146.52,[1 1 1 ... 1 1 1],1149,1144
1013,1146.68,[1 1 1 ... 1 1 1],1149,1144
1014,1146.85,[1 1 1 ... 1 1 1],1149,1145
1015,1146.93,[1 1 1 ... 1 1 1],1149,1145
1016,1147.07,[1 1 1 ... 1 1 1],1151,1146
1017,1147.22,[1 1 1 ... 1 1 1],1151,1146
1018,1147.52,[1 1 1 ... 1 1 1],1150,1146
1019,1147.8,[1 1 1 ... 1 1 1],1152,1146
1020,1147.82,[1 1 1 ... 1 1 1],1152,1146
1021,1148.09,[1 1 1 ... 1 1 1],1152,1146
1022,1148.46,[1 1 1 ... 1 1 1],1151,1146
1023,1148.78,[1 1 1 ... 1 1 1],1152,1146
1024,1148.88,[1 1 1 ... 1 1 1],1152,1146
1025,1149.43,[1 1 1 ... 1 1 1],1152,1146
1026,1149.81,[1 1 1 ... 1 1 1],1152,1148
1027,1150.01,[1 1 1 ... 1 1 1],1152,1148
1028,1150.15,[1 1 1 ... 1 1 1],1152,1148
1029,1150.38,[1 1 1 ... 1 1 1],1152,1148
1030,1150.63,[1 1 1 ... 1 1 1],1152,1148
1031,1150.67,[1 1 1 ... 1 1 1],1152,1148
1032,1150.85,[1 1 1 ... 1 1 1],1152,1148
1033,1151.03,[1 1 1 ... 1 1 1],1153,1148
1034,1151.14,[1 1 1 ... 1 1 1],1153,1149
1035,1151.21,[1 1 1 ... 1 1 1],1153,1149
1036,1151.51,[1 1 1 ... 1 1 1],1153,1149
1037,1151.79,[1 1 1 ... 1 1 1],1153,1150
1038,1151.83,[1 1 1 ... 1 1 1],1153,1150
1039,1151.97,[1 1 1 ... 1 1 1],1155,1150
1040,1151.99,[1 1 1 ... 1 1 1],1155,1150
1041,1152.17,[1 1 1 ... 1 1 1],1155,1150
1042,1152.06,[1 1 1 ... 1 1 1],1155,1150
1043,1152.16,[1 1 1 ... 1 1 1],1154,1150
1044,1152.23,[1 1 1 ... 1 1 1],1154,1151
1045,1152.3,[1 1 1 ... 1 1 1],1154,1151
1046,1152.38,[1 1 1 ... 1 1 1],1154,1151
1047,1152.51,[1 1 1 ... 1 1 1],1154,1151
1048,1152.49,[1 1 1 ... 1 1 1],1154,1152
1049,1152.71,[1 1 1 ... 1 1 1],1155,1152
1050,1152.8,[1 1 1 ... 1 1 1],1155,1152
1051,1152.78,[1 1 1 ... 1 1 1],1155,1152
1052,1152.75,[1 1 1 ... 1 1 1],1155,1152
1053,1152.86,[1 1 1 ... 1 1 1],1155,1152
1054,1152.77,[1 1 1 ... 1 1 1],1155,1152
1055,1152.87,[1 1 1 ... 1 1 1],1155,1152
1056,1152.88,[1 1 1 ... 1 1 1],1155,1152
1057,1152.83,[1 1 1 ... 1 1 1],1154,1152
1058,1152.89,[1 1 1 ... 1 1 1],1155,1152
1059,1153.12,[1 1 1 ... 1 1 1],1155,1152
1060,1153.23,[1 1 1 ... 1 1 1],1155,1152
1061,1153.41,[1 1 1 ... 1 1 1],1156,1152
1062,1153.33,[1 1 1 ... 1 1 1],1155,1152
1063,1153.47,[1 1 1 ... 1 1 1],1155,1152
1064,1153.73,[1 1 1 ... 1 1 1],1155,1152
1065,1153.72,[1 1 1 ... 1 1 1],1155,1152
1066,1153.85,[1 1 1 ... 1 1 1],1157,1152
1067,1153.99,[1 0 1 ... 1 1 1],1157,1152
1068,1153.91,[1 1 1 ... 1 1 1],1156,1152
1069,1154.04,[1 0 1 ... 1 1 1],1157,1152
1070,1154.14,[1 0 1 ... 1 1 1],1157,1152
1071,1154.21,[1 0 1 ... 1 1 1],1157,1152
1072,1154.27,[1 0 1 ... 1 1 1],1157,1152
1073,1154.49,[1 1 1 ... 1 1 1],1158,1152
1074,1154.91,[1 1 1 ... 1 1 1],1158,1154
1075,1155.21,[1 1 1 ... 1 1 1],1158,1154
1076,1155.41,[1 1 1 ... 1 1 1],1158,1154
1077,1155.35,[1 1 1 ... 1 1 1],1158,1154
1078,1155.37,[1 1 1 ... 1 1 1],1158,1154
1079,1155.23,[1 1 1 ... 1 1 1],1158,1154
1080,1155.35,[1 1 1 ... 1 1 1],1158,1154
1081,1155.57,[1 1 1 ... 1 1 1],1158,1154
1082,1155.63,[1 1 1 ... 1 1 1],1158,1154
1083,1155.69,[1 1 1 ... 1 1 1],1158,1154
1084,1155.63,[1 1 1 ... 1 1 1],1158,1154
1085,1155.93,[1 1 1 ... 1 1 1],1158,1154
1086,1156.03,[1 1 1 ... 1 1 1],1158,1154
1087,1155.95,[1 1 1 ... 1 1 1],1158,1154
1088,1156.26,[1 1 1 ... 1 1 1],1158,1154
1089,1156.31,[1 1 1 ... 1 1 1],1158,1154
1090,1156.47,[1 1 1 ... 1 1 1],1158,1154
1091,1156.65,[1 1 1 ... 1 1 1],1158,1154
1092,1156.75,[1 1 1 ... 1 1 1],1158,1154
1093,1156.61,[1 1 1 ... 1 1 1],1158,1154
1094,1156.63,[1 1 1 ... 1 1 1],1158,1154
1095,1156.54,[1 1 1 ... 1 1 1],1158,1154
1096,1156.57,[1 1 1 ... 1 1 1],1159,1154
1097,1156.58,[1 1 1 ... 1 1 1],1158,1154
1098,1156.72,[1 1 1 ... 1 1 1],1159,1154
1099,1156.92,[1 1 1 ... 1 1 1],1159,1154
1100,1157.06,[1 1 1 ... 1 1 1],1159,1154
1101,1157.1,[1 1 1 ... 1 1 1],1159,1154
1102,1157.05,[1 1 1 ... 1 1 1],1159,1154
1103,1157.04,[1 1 1 ... 1 1 1],1159,1154
1104,1157.0,[1 1 1 ... 1 1 1],1159,1154
1105,1156.96,[1 1 1 ... 1 1 1],1159,1154
1106,1157.16,[1 1 1 ... 1 1 1],1159,1154
1107,1157.05,[1 1 1 ... 1 1 1],1159,1154
1108,1157.22,[1 1 1 ... 1 1 1],1159,1155
1109,1157.2,[1 1 1 ... 1 1 1],1159,1155
1110,1157.32,[1 1 1 ... 1 1 1],1159,1155
1111,1157.34,[1 1 1 ... 1 1 1],1159,1155
1112,1157.42,[1 1 1 ... 1 1 1],1159,1155
1113,1157.49,[1 1 1 ... 1 1 1],1159,1155
1114,1157.56,[1 1 1 ... 1 1 1],1159,1155
1115,1157.53,[1 1 1 ... 1 1 1],1159,1155
1116,1157.73,[1 1 1 ... 1 1 1],1159,1156
1117,1157.86,[1 1 1 ... 1 1 1],1160,1156
1118,1158.0,[1 1 1 ... 1 1 1],1160,1156
1119,1158.11,[1 1 1 ... 1 1 1],1160,1156
1120,1158.08,[1 1 1 ... 1 1 1],1160,1156
1121,1158.1,[1 1 1 ... 1 1 1],1160,1156
1122,1158.16,[1 1 1 ... 1 1 1],1161,1156
1123,1158.27,[1 1 1 ... 1 1 1],1161,1156
1124,1158.43,[1 1 1 ... 1 1 1],1161,1156
1125,1158.57,[1 1 1 ... 1 1 1],1160,1156
1126,1158.62,[1 1 1 ... 1 1 1],1160,1157
1127,1158.73,[1 1 1 ... 1 1 1],1160,1157
1128,1158.77,[1 1 1 ... 1 1 1],1160,1157
1129,1158.84,[1 1 1 ... 1 1 1],1160,1158
1130,1158.87,[1 1 1 ... 1 1 1],1161,1158
1131,1158.9,[1 1 1 ... 1 1 1],1161,1158
1132,1158.93,[1 1 1 ... 1 1 1],1161,1158
1133,1158.91,[1 1 1 ... 1 1 1],1161,1158
1134,1158.91,[1 1 1 ... 1 1 1],1160,1158
1135,1158.88,[1 1 1 ... 1 1 1],1160,1158
1136,1158.94,[1 1 1 ... 1 1 1],1161,1158
1137,1158.93,[1 1 1 ... 1 1 1],1160,1158
1138,1159.1,[1 1 1 ... 1 1 1],1161,1158
1139,1159.22,[1 1 1 ... 1 1 1],1160,1158
1140,1159.29,[1 1 1 ... 1 1 1],1161,1158
1141,1159.31,[1 1 1 ... 1 1 1],1161,1158
1142,1159.28,[1 1 1 ... 1 1 1],1161,1158
1143,1159.39,[1 1 1 ... 1 1 1],1161,1158
1144,1159.5,[1 1 1 ... 1 1 1],1161,1158
1145,1159.7,[1 1 1 ... 1 1 1],1161,1158
1146,1159.82,[1 1 1 ... 1 1 1],1161,1158
1147,1159.95,[1 1 1 ... 1 1 1],1161,1158
1148,1159.95,[1 1 1 ... 1 1 1],1161,1158
1149,1160.15,[1 1 1 ... 1 1 1],1161,1159
1150,1160.24,[1 1 1 ... 1 1 1],1162,1159
1151,1160.2,[1 1 1 ... 1 1 1],1161,1159
1152,1160.39,[1 1 1 ... 1 1 1],1162,1159
1153,1160.46,[1 1 1 ... 1 1 1],1162,1159
1154,1160.44,[1 1 1 ... 1 1 1],1162,1159
1155,1160.73,[1 1 1 ... 1 1 1],1163,1159
1156,1160.72,[1 1 1 ... 1 1 1],1162,1159
1157,1160.78,[1 1 1 ... 1 1 1],1162,1159
1158,1160.83,[1 1 1 ... 1 1 1],1162,1159
1159,1160.76,[1 1 1 ... 1 1 1],1162,1160
1160,1160.77,[1 1 1 ... 1 1 1],1162,1160
1161,1160.88,[1 1 1 ... 1 1 1],1164,1160
1162,1160.9,[1 1 1 ... 1 1 1],1164,1160
1163,1160.96,[1 1 1 ... 1 1 1],1164,1160
1164,1161.08,[1 1 1 ... 1 1 1],1164,1160
1165,1161.21,[1 1 1 ... 1 1 1],1163,1160
1166,1161.3,[1 1 1 ... 1 1 1],1163,1160
1167,1161.44,[1 1 1 ... 1 1 1],1163,1160
1168,1161.47,[1 1 1 ... 1 1 1],1163,1160
1169,1161.72,[1 1 1 ... 1 1 1],1165,1160
1170,1161.82,[1 1 1 ... 1 1 1],1165,1160
1171,1162.15,[1 1 1 ... 1 1 1],1165,1160
1172,1162.17,[1 1 1 ... 1 1 1],1165,1160
1173,1162.23,[1 1 1 ... 1 1 1],1165,1160
1174,1162.32,[1 1 1 ... 1 1 1],1165,1160
1175,1162.3,[1 1 1 ... 1 1 1],1165,1161
1176,1162.38,[1 1 1 ... 1 1 1],1165,1161
1177,1162.48,[1 1 1 ... 1 1 1],1165,1161
1178,1162.65,[1 1 1 ... 1 1 1],1165,1161
1179,1162.71,[1 1 1 ... 1 1 1],1164,1161
1180,1162.79,[1 1 1 ... 1 1 1],1164,1161
1181,1163.05,[1 1 1 ... 1 1 1],1165,1162
1182,1163.03,[1 1 1 ... 1 1 1],1165,1162
1183,1163.12,[1 1 1 ... 1 1 1],1165,1162
1184,1163.3,[1 1 1 ... 1 1 1],1165,1162
1185,1163.45,[1 1 1 ... 1 1 1],1165,1162
1186,1163.62,[1 1 1 ... 1 1 1],1166,1162
1187,1163.78,[1 1 1 ... 1 1 1],1166,1162
1188,1163.88,[1 1 1 ... 1 1 1],1166,1162
1189,1164.02,[1 1 1 ... 1 1 1],1166,1162
1190,1164.16,[1 1 1 ... 1 1 1],1166,1162
1191,1164.56,[1 1 1 ... 1 1 1],1167,1163
1192,1164.94,[1 1 1 ... 1 1 1],1168,1163
1193,1164.88,[1 1 1 ... 1 1 1],1168,1163
1194,1165.12,[1 1 1 ... 1 1 1],1168,1163
1195,1165.19,[1 1 1 ... 1 1 1],1167,1163
1196,1165.4,[1 1 1 ... 1 1 1],1169,1163
1197,1165.54,[1 1 1 ... 1 1 1],1169,1163
1198,1165.72,[1 1 1 ... 1 1 1],1168,1163
1199,1165.92,[1 1 1 ... 1 1 1],1168,1163
1200,1166.35,[1 1 1 ... 1 1 1],1168,1164
1201,1166.42,[1 1 1 ... 1 1 1],1168,1164
1202,1166.48,[1 1 1 ... 1 1 1],1168,1165
1203,1166.64,[1 1 1 ... 1 1 1],1168,1165
1204,1166.93,[1 1 1 ... 1 1 1],1170,1166
1205,1166.87,[1 1 1 ... 1 1 1],1169,1166
1206,1167.1,[1 1 1 ... 1 1 1],1169,1166
1207,1167.36,[1 1 1 ... 1 1 1],1170,1166
1208,1167.43,[1 1 1 ... 1 1 1],1170,1166
1209,1167.59,[1 1 1 ... 1 1 1],1170,1166
1210,1167.8,[1 1 1 ... 1 1 1],1170,1166
1211,1168.02,[1 1 1 ... 1 1 1],1170,1166
1212,1168.1,[1 1 1 ... 1 1 1],1170,1166
1213,1168.26,[1 1 1 ... 1 1 1],1170,1166
1214,1168.42,[1 1 1 ... 1 1 1],1171,1167
1215,1168.45,[1 1 1 ... 1 1 1],1171,1167
1216,1168.49,[1 1 1 ... 1 1 1],1171,1167
1217,1168.76,[1 1 1 ... 1 1 1],1171,1167
1218,1168.85,[1 1 1 ... 1 1 1],1171,1167
1219,1168.97,[1 1 1 ... 1 1 1],1171,1168
1220,1169.11,[1 1 1 ... 1 1 1],1171,1168
1221,1169.16,[1 1 1 ... 1 1 1],1171,1168
1222,1169.16,[1 1 1 ... 1 1 1],1172,1168
1223,1169.3,[1 1 1 ... 1 1 1],1171,1168
1224,1169.36,[1 1 1 ... 1 1 1],1172,1168
1225,1169.57,[1 1 1 ... 1 1 1],1172,1168
1226,1169.66,[1 1 1 ... 1 1 1],1172,1168
1227,1169.71,[1 1 1 ... 1 1 1],1171,1168
1228,1169.71,[1 1 1 ... 1 1 1],1171,1168
1229,1169.86,[1 1 1 ... 1 1 1],1172,1168
1230,1170.02,[1 1 1 ... 1 1 1],1172,1168
1231,1170.24,[1 1 1 ... 1 1 1],1172,1169
1232,1170.46,[1 1 1 ... 1 1 1],1172,1169
1233,1170.76,[1 1 1 ... 1 1 1],1172,1169
1234,1171.13,[1 1 1 ... 1 1 1],1173,1169
1235,1171.24,[1 1 1 ... 1 1 1],1173,1170
1236,1171.46,[1 1 1 ... 1 1 1],1173,1170
1237,1171.44,[1 1 1 ... 1 1 1],1174,1170
1238,1171.52,[1 1 1 ... 1 1 1],1174,1170
1239,1171.57,[1 1 1 ... 1 1 1],1174,1170
1240,1171.68,[1 1 1 ... 1 1 1],1174,1170
1241,1171.69,[1 1 1 ... 1 1 1],1174,1170
1242,1171.59,[1 1 1 ... 1 1 1],1174,1170
1243,1171.89,[1 1 1 ... 1 1 1],1175,1170
1244,1171.89,[1 1 1 ... 1 1 1],1174,1170
1245,1171.9,[1 1 1 ... 1 1 1],1174,1171
1246,1171.98,[1 1 1 ... 1 1 1],1174,1171
1247,1172.0,[1 1 1 ... 1 1 1],1174,1171
1248,1171.84,[1 1 1 ... 1 1 1],1174,1171
1249,1171.88,[1 1 1 ... 1 1 1],1174,1171
1250,1171.9,[1 1 1 ... 1 1 1],1174,1171
1251,1171.96,[1 1 1 ... 1 1 1],1175,1171
1252,1171.98,[1 1 1 ... 1 1 1],1175,1171
1253,1172.02,[1 1 1 ... 1 1 1],1174,1171
1254,1172.22,[1 1 1 ... 1 1 1],1174,1171
1255,1172.19,[1 1 1 ... 1 1 1],1174,1171
1256,1172.15,[1 1 1 ... 1 1 1],1175,1171
1257,1172.17,[1 1 1 ... 1 1 1],1174,1171
1258,1172.23,[1 1 1 ... 1 1 1],1174,1171
1259,1172.25,[1 1 1 ... 1 1 1],1174,1171
1260,1172.23,[1 1 1 ... 1 1 1],1174,1171
1261,1172.25,[1 1 1 ... 1 1 1],1174,1171
1262,1172.36,[1 1 1 ... 1 1 1],1174,1171
1263,1172.44,[1 1 1 ... 1 1 1],1174,1171
1264,1172.46,[1 1 1 ... 1 1 1],1173,1171
1265,1172.51,[1 1 1 ... 1 1 1],1174,1171
1266,1172.59,[1 1 1 ... 1 1 1],1174,1171
1267,1172.58,[1 1 1 ... 1 1 1],1175,1171
1268,1172.62,[1 1 1 ... 1 1 1],1174,1171
1269,1172.68,[1 1 1 ... 1 1 1],1174,1171
1270,1172.77,[1 1 1 ... 1 1 1],1174,1172
1271,1172.85,[1 1 1 ... 1 1 1],1174,1172
1272,1172.91,[1 1 1 ... 1 1 1],1174,1172
1273,1173.04,[1 1 1 ... 1 1 1],1174,1172
1274,1173.15,[1 1 1 ... 1 1 1],1175,1172
1275,1173.28,[1 1 1 ... 1 1 1],1175,1172
1276,1173.38,[1 1 1 ... 1 1 1],1175,1172
1277,1173.41,[1 1 1 ... 1 1 1],1175,1172
1278,1173.43,[1 1 1 ... 1 1 1],1175,1172
1279,1173.42,[1 1 1 ... 1 1 1],1175,1172
1280,1173.5,[1 1 1 ... 1 1 1],1175,1172
1281,1173.62,[1 1 1 ... 1 1 1],1175,1172
1282,1173.65,[1 1 1 ... 1 1 1],1175,1172
1283,1173.74,[1 1 1 ... 1 1 1],1176,1172
1284,1173.91,[1 1 1 ... 1 1 1],1176,1172
1285,1173.89,[1 1 1 ... 1 1 1],1176,1172
1286,1173.95,[1 1 1 ... 1 1 1],1176,1173
1287,1174.07,[1 1 1 ... 1 1 1],1176,1173
1288,1174.17,[1 1 1 ... 1 1 1],1177,1173
1289,1174.31,[1 1 1 ... 1 1 1],1176,1173
1290,1174.32,[1 1 1 ... 1 1 1],1176,1173
1291,1174.5,[1 1 1 ... 1 1 1],1176,1173
1292,1174.46,[1 1 1 ... 1 1 1],1176,1173
1293,1174.62,[1 1 1 ... 1 1 1],1176,1173
1294,1174.68,[1 1 1 ... 1 1 1],1176,1173
1295,1174.84,[1 1 1 ... 1 1 1],1176,1173
1296,1174.95,[1 1 1 ... 1 1 1],1176,1173
1297,1175.05,[1 1 1 ... 1 1 1],1177,1173
1298,1175.11,[1 1 1 ... 1 1 1],1177,1173
1299,1175.21,[1 1 1 ... 1 1 1],1177,1173
1300,1175.3,[1 1 1 ... 1 1 1],1178,1173
1301,1175.21,[1 1 1 ... 1 1 1],1178,1173
1302,1175.29,[1 1 1 ... 1 1 1],1178,1173
1303,1175.53,[1 1 1 ... 1 1 1],1179,1174
1304,1175.77,[1 1 1 ... 1 1 1],1179,1175
1305,1175.93,[1 1 1 ... 1 1 1],1179,1175
1306,1176.03,[1 1 1 ... 1 1 1],1179,1175
1307,1176.26,[1 1 1 ... 1 1 1],1179,1175
1308,1176.37,[1 1 1 ... 1 1 1],1179,1175
1309,1176.56,[1 1 1 ... 1 1 1],1179,1175
1310,1176.83,[1 1 1 ... 1 1 1],1179,1175
1311,1176.9,[1 1 1 ... 1 1 1],1179,1175
1312,1177.05,[1 1 1 ... 1 1 1],1179,1175
1313,1177.18,[1 1 1 ... 1 1 1],1179,1175
1314,1177.29,[1 1 1 ... 1 1 1],1179,1175
1315,1177.3,[1 1 1 ... 1 1 1],1179,1175
1316,1177.31,[1 1 1 ... 1 1 1],1179,1176
1317,1177.52,[1 1 1 ... 1 1 1],1179,1176
1318,1177.5,[1 1 1 ... 1 1 1],1179,1176
1319,1177.69,[1 1 1 ... 1 1 1],1179,1176
1320,1177.68,[1 1 1 ... 1 1 1],1179,1176
1321,1177.79,[1 1 1 ... 1 1 1],1179,1176
1322,1177.95,[1 1 1 ... 1 1 1],1180,1177
1323,1177.98,[1 1 1 ... 1 1 1],1180,1177
1324,1178.02,[1 1 1 ... 1 1 1],1180,1177
1325,1178.05,[1 1 1 ... 1 1 1],1180,1177
1326,1178.05,[1 1 1 ... 1 1 1],1180,1177
1327,1178.09,[1 1 1 ... 1 1 1],1179,1177
1328,1178.21,[1 1 1 ... 1 1 1],1179,1177
1329,1178.22,[1 1 1 ... 1 1 1],1180,1177
1330,1178.22,[1 1 1 ... 1 1 1],1180,1177
1331,1178.41,[1 1 1 ... 1 1 1],1180,1177
1332,1178.52,[1 1 1 ... 1 1 1],1180,1177
1333,1178.57,[1 1 1 ... 1 1 1],1180,1177
1334,1178.68,[1 1 1 ... 1 1 1],1180,1177
1335,1178.75,[1 1 1 ... 1 1 1],1180,1178
1336,1178.79,[1 1 1 ... 1 1 1],1180,1178
1337,1178.83,[1 1 1 ... 1 1 1],1180,1178
1338,1178.87,[1 1 1 ... 1 1 1],1180,1178
1339,1178.96,[1 1 1 ... 1 1 1],1180,1178
1340,1178.96,[1 1 1 ... 1 1 1],1180,1178
1341,1178.91,[1 1 1 ... 1 1 1],1180,1178
1342,1179.04,[1 1 1 ... 1 1 1],1180,1178
1343,1179.07,[1 1 1 ... 1 1 1],1180,1178
1344,1179.06,[1 1 1 ... 1 1 1],1180,1178
1345,1179.15,[1 1 1 ... 1 1 1],1181,1178
1346,1179.15,[1 1 1 ... 1 1 1],1181,1178
1347,1179.16,[1 1 1 ... 1 1 1],1181,1178
1348,1179.15,[1 1 1 ... 1 1 1],1181,1178
1349,1179.22,[1 1 1 ... 1 1 1],1181,1178
1350,1179.28,[1 1 1 ... 1 1 1],1181,1178
1351,1179.38,[1 1 1 ... 1 1 1],1181,1178
1352,1179.32,[1 1 1 ... 1 1 1],1181,1178
1353,1179.51,[1 1 1 ... 1 1 1],1181,1178
1354,1179.63,[1 1 1 ... 1 1 1],1181,1178
1355,1179.68,[1 1 1 ... 1 1 1],1181,1178
1356,1179.66,[1 1 1 ... 1 1 1],1182,1178
1357,1179.58,[1 1 1 ... 1 1 1],1181,1178
1358,1179.69,[1 1 1 ... 1 1 1],1181,1178
1359,1179.78,[1 1 1 ... 1 1 1],1181,1178
1360,1179.85,[1 1 1 ... 1 1 1],1181,1178
1361,1179.83,[1 1 1 ... 1 1 1],1181,1178
1362,1179.82,[1 1 1 ... 1 1 1],1181,1179
1363,1179.66,[1 1 1 ... 1 1 1],1181,1179
1364,1179.76,[1 1 1 ... 1 1 1],1181,1179
1365,1179.59,[1 1 1 ... 1 1 1],1181,1179
1366,1179.76,[1 1 1 ... 1 1 1],1182,1179
1367,1179.83,[1 1 1 ... 1 1 1],1182,1179
1368,1179.9,[1 1 1 ... 1 1 1],1182,1179
1369,1180.06,[1 1 1 ... 1 1 1],1181,1179
1370,1180.21,[1 1 1 ... 1 1 1],1181,1179
1371,1180.3,[1 1 1 ... 1 1 1],1181,1179
1372,1180.4,[1 1 1 ... 1 1 1],1182,1179
1373,1180.36,[1 1 1 ... 1 1 1],1182,1179
1374,1180.36,[1 1 1 ... 1 1 1],1182,1179
1375,1180.35,[1 1 1 ... 1 1 1],1182,1179
1376,1180.36,[1 1 1 ... 1 1 1],1182,1179
1377,1180.41,[1 1 1 ... 1 1 1],1182,1179
1378,1180.53,[1 1 1 ... 1 1 1],1182,1179
1379,1180.57,[1 1 1 ... 1 1 1],1182,1179
1380,1180.55,[1 1 1 ... 1 1 1],1182,1179
1381,1180.63,[1 1 1 ... 1 1 1],1182,1179
1382,1180.87,[1 1 1 ... 1 1 1],1182,1179
1383,1180.89,[1 1 1 ... 1 1 1],1182,1179
1384,1180.97,[1 1 1 ... 1 1 1],1182,1179
1385,1180.99,[1 1 1 ... 1 1 1],1182,1179
1386,1181.16,[1 1 1 ... 1 1 1],1182,1179
1387,1181.16,[1 1 1 ... 1 1 1],1183,1179
1388,1181.29,[1 1 1 ... 1 1 1],1182,1179
1389,1181.39,[1 1 1 ... 1 1 1],1183,1180
1390,1181.45,[1 1 1 ... 1 1 1],1183,1180
1391,1181.57,[1 1 1 ... 1 1 1],1184,1180
1392,1181.5,[1 1 1 ... 1 1 1],1184,1180
1393,1181.68,[1 1 1 ... 1 1 1],1184,1180
1394,1181.79,[1 1 1 ... 1 1 1],1184,1180
1395,1181.95,[1 1 1 ... 1 1 1],1184,1180
1396,1182.16,[1 1 1 ... 1 1 1],1184,1181
1397,1182.31,[1 1 1 ... 1 1 1],1184,1181
1398,1182.29,[1 1 1 ... 1 1 1],1184,1181
1399,1182.3,[1 1 1 ... 1 1 1],1184,1181
1400,1182.43,[1 1 1 ... 1 1 1],1184,1181
1401,1182.49,[1 1 1 ... 1 1 1],1184,1181
1402,1182.58,[1 1 1 ... 1 1 1],1185,1181
1403,1182.67,[1 1 1 ... 1 1 1],1185,1181
1404,1182.81,[1 1 1 ... 1 1 1],1185,1181
1405,1182.83,[1 1 1 ... 1 1 1],1184,1182
1406,1183.01,[1 1 1 ... 1 1 1],1185,1182
1407,1183.04,[1 1 1 ... 1 1 1],1185,1182
1408,1183.08,[1 1 1 ... 1 1 1],1185,1182
1409,1183.43,[1 1 1 ... 1 1 1],1185,1182
1410,1183.49,[1 1 1 ... 1 1 1],1185,1182
1411,1183.62,[1 1 1 ... 1 1 1],1185,1182
1412,1183.9,[1 1 1 ... 1 1 1],1185,1182
1413,1183.95,[1 1 1 ... 1 1 1],1185,1182
1414,1184.05,[1 1 1 ... 1 1 1],1186,1182
1415,1184.1,[1 1 1 ... 1 1 1],1185,1182
1416,1184.36,[1 1 1 ... 1 1 1],1185,1183
1417,1184.39,[1 1 1 ... 1 1 1],1185,1183
1418,1184.54,[1 1 1 ... 1 1 1],1185,1183
1419,1184.64,[1 1 1 ... 1 1 1],1185,1183
1420,1184.72,[1 1 1 ... 1 1 1],1185,1183
1421,1184.78,[1 1 1 ... 1 1 1],1186,1183
1422,1184.92,[1 1 1 ... 1 1 1],1186,1183
1423,1184.94,[1 1 1 ... 1 1 1],1186,1184
1424,1184.96,[1 1 1 ... 1 1 1],1185,1184
1425,1184.96,[1 1 1 ... 1 1 1],1185,1184
1426,1184.97,[1 1 1 ... 1 1 1],1185,1184
1427,1184.98,[1 1 1 ... 1 1 1],1186,1184
1428,1184.95,[1 1 1 ... 1 1 1],1185,1184
1429,1184.92,[1 1 1 ... 1 1 1],1185,1184
1430,1184.9,[1 1 1 ... 1 1 1],1185,1184
1431,1184.92,[1 1 1 ... 1 1 1],1185,1184
1432,1184.93,[1 1 1 ... 1 1 1],1185,1184
1433,1184.95,[1 1 1 ... 1 1 1],1185,1184
1434,1184.98,[1 1 1 ... 1 1 1],1185,1184
1435,1184.98,[1 1 1 ... 1 1 1],1185,1184
1436,1184.95,[1 1 1 ... 1 1 1],1185,1184
1437,1184.96,[1 1 1 ... 1 1 1],1185,1184
1438,1184.97,[1 1 1 ... 1 1 1],1185,1184
1439,1184.98,[1 1 1 ... 1 1 1],1185,1184
1440,1184.98,[1 1 1 ... 1 1 1],1186,1184
1441,1184.96,[1 1 1 ... 1 1 1],1185,1184
1442,1184.96,[1 1 1 ... 1 1 1],1185,1184
1443,1184.99,[1 1 1 ... 1 1 1],1185,1184
1444,1184.98,[1 1 1 ... 1 1 1],1185,1184
1445,1185.0,[1 1 1 ... 1 1 1],1185,1185
1446,1185.0,[1 1 1 ... 1 1 1],1185,1185
1447,1185.0,[1 1 1 ... 1 1 1],1185,1185
1448,1185.0,[1 1 1 ... 1 1 1],1185,1185
1449,1185.0,[1 1 1 ... 1 1 1],1185,1185
1450,1185.0,[1 1 1 ... 1 1 1],1185,1185
1451,1185.0,[1 1 1 ... 1 1 1],1185,1185
1452,1185.0,[1 1 1 ... 1 1 1],1185,1185
1453,1185.0,[1 1 1 ... 1 1 1],1185,1185
1454,1185.0,[1 1 1 ... 1 1 1],1185,1185
1455,1185.0,[1 1 1 ... 1 1 1],1185,1185
1456,1185.0,[1 1 1 ... 1 1 1],1185,1185
1457,1185.0,[1 1 1 ... 1 1 1],1185,1185
1458,1185.0,[1 1 1 ... 1 1 1],1185,1185
1459,1185.0,[1 1 1 ... 1 1 1],1185,1185
1460,1185.0,[1 1 1 ... 1 1 1],1185,1185
1461,1185.0,[1 1 1 ... 1 1 1],1185,1185
1462,1185.0,[1 1 1 ... 1 1 1],1185,1185
1463,1185.0,[1 1 1 ... 1 1 1],1185,1185
1464,1185.0,[1 1 1 ... 1 1 1],1185,1185
1465,1185.0,[1 1 1 ... 1 1 1],1185,1185
1466,1185.0,[1 1 1 ... 1 1 1],1185,1185
1467,1185.0,[1 1 1 ... 1 1 1],1185,1185
1468,1185.0,[1 1 1 ... 1 1 1],1185,1185
1469,1185.0,[1 1 1 ... 1 1 1],1185,1185
1470,1185.0,[1 1 1 ... 1 1 1],1185,1185
1471,1185.0,[1 1 1 ... 1 1 1],1185,1185
1472,1185.0,[1 1 1 ... 1 1 1],1185,1185
