mu,nu,psi,H,Combination
0.0,0.15,0.65,0.1475106378231692,Immune-Susceptible
0.0,0.15,0.65,0.3207362492284365,Immune-Highly Susceptible
0.0,0.15,0.65,0.3081974158608489,Susceptible-Highly Susceptible
0.0,0.15,0.7,0.1762570850575479,Immune-Susceptible
0.0,0.15,0.7,0.37088279209302494,Immune-Highly Susceptible
0.0,0.15,0.7,0.36219015290149953,Susceptible-Highly Susceptible
0.0,0.15,0.75,0.18696216943329477,Immune-Susceptible
0.0,0.15,0.75,0.35786500236241237,Immune-Highly Susceptible
0.0,0.15,0.75,0.359787613276826,Susceptible-Highly Susceptible
0.0,0.15,0.8,0.18139943152432167,Immune-Susceptible
0.0,0.15,0.8,0.35736019514563544,Immune-Highly Susceptible
0.0,0.15,0.8,0.3617684115321132,Susceptible-Highly Susceptible
0.0,0.15,0.85,0.18957837537975092,Immune-Susceptible
0.0,0.15,0.85,0.41807413019119244,Immune-Highly Susceptible
0.0,0.15,0.85,0.4306324940926511,Susceptible-Highly Susceptible
0.0,0.15,0.9,0.22626538703437027,Immune-Susceptible
0.0,0.15,0.9,0.43941745459796777,Immune-Highly Susceptible
0.0,0.15,0.9,0.44971783817543803,Susceptible-Highly Susceptible
0.0,0.15,0.95,0.22475634185341917,Immune-Susceptible
0.0,0.15,0.95,0.4731517041450756,Immune-Highly Susceptible
0.0,0.15,0.95,0.4365938113136952,Susceptible-Highly Susceptible
0.0,0.15,1.0,0.05771070589360716,Immune-Susceptible
0.0,0.15,1.0,0.07442002555742157,Immune-Highly Susceptible
0.0,0.15,1.0,0.08098892804099146,Susceptible-Highly Susceptible
0.0,0.2,0.0,0.13311672921096476,Immune-Susceptible
0.0,0.2,0.0,0.2670906624182217,Immune-Highly Susceptible
0.0,0.2,0.0,0.26471671253340684,Susceptible-Highly Susceptible
0.0,0.2,0.05,0.10034786761473408,Immune-Susceptible
0.0,0.2,0.05,0.2680547572435312,Immune-Highly Susceptible
0.0,0.2,0.05,0.2660989326668759,Susceptible-Highly Susceptible
0.0,0.2,0.1,0.12970325244316608,Immune-Susceptible
0.0,0.2,0.1,0.2767866003372774,Immune-Highly Susceptible
0.0,0.2,0.1,0.2729534633774762,Susceptible-Highly Susceptible
0.0,0.2,0.15,0.1171610850846182,Immune-Susceptible
0.0,0.2,0.15,0.2691900750152502,Immune-Highly Susceptible
0.0,0.2,0.15,0.2733106704567606,Susceptible-Highly Susceptible
0.0,0.2,0.2,0.11876795591736584,Immune-Susceptible
0.0,0.2,0.2,0.2719316382323383,Immune-Highly Susceptible
0.0,0.2,0.2,0.269293037766962,Susceptible-Highly Susceptible
0.0,0.2,0.25,0.14277251345287598,Immune-Susceptible
0.0,0.2,0.25,0.2884535717217766,Immune-Highly Susceptible
0.0,0.2,0.25,0.2862920679785135,Susceptible-Highly Susceptible
0.0,0.2,0.3,0.11888456482311224,Immune-Susceptible
0.0,0.2,0.3,0.25781365791451244,Immune-Highly Susceptible
0.0,0.2,0.3,0.2637114880490701,Susceptible-Highly Susceptible
0.0,0.2,0.35,0.12278091840722347,Immune-Susceptible
0.0,0.2,0.35,0.3076287526435865,Immune-Highly Susceptible
0.0,0.2,0.35,0.3056846966990333,Susceptible-Highly Susceptible
0.0,0.2,0.4,0.13898147892405008,Immune-Susceptible
0.0,0.2,0.4,0.28426504041351164,Immune-Highly Susceptible
0.0,0.2,0.4,0.29412539795652315,Susceptible-Highly Susceptible
0.0,0.2,0.45,0.14343233261939853,Immune-Susceptible
0.0,0.2,0.45,0.3044484053701855,Immune-Highly Susceptible
0.0,0.2,0.45,0.2929009216464796,Susceptible-Highly Susceptible
0.0,0.2,0.5,0.13194874579664195,Immune-Susceptible
0.0,0.2,0.5,0.31275183429428377,Immune-Highly Susceptible
0.0,0.2,0.5,0.31875617890381286,Susceptible-Highly Susceptible
0.0,0.2,0.55,0.16358459073797676,Immune-Susceptible
0.0,0.2,0.55,0.312188627574119,Immune-Highly Susceptible
0.0,0.2,0.55,0.3094448434489314,Susceptible-Highly Susceptible
0.0,0.2,0.6,0.14082132040575995,Immune-Susceptible
0.0,0.2,0.6,0.3272588230432418,Immune-Highly Susceptible
0.0,0.2,0.6,0.32373202930996287,Susceptible-Highly Susceptible
0.0,0.2,0.65,0.14780342600371477,Immune-Susceptible
0.0,0.2,0.65,0.33580148104228935,Immune-Highly Susceptible
0.0,0.2,0.65,0.3369723469504443,Susceptible-Highly Susceptible
0.0,0.2,0.7,0.16976622527846807,Immune-Susceptible
0.0,0.2,0.7,0.32345576865077214,Immune-Highly Susceptible
0.0,0.2,0.7,0.32254380520049725,Susceptible-Highly Susceptible
0.0,0.2,0.75,0.18330331604270128,Immune-Susceptible
0.0,0.2,0.75,0.37384209402390556,Immune-Highly Susceptible
0.0,0.2,0.75,0.37731261953350725,Susceptible-Highly Susceptible
0.0,0.2,0.8,0.22661339970106759,Immune-Susceptible
0.0,0.2,0.8,0.377947975236186,Immune-Highly Susceptible
0.0,0.2,0.8,0.3794896279943718,Susceptible-Highly Susceptible
0.0,0.2,0.85,0.20265355005175403,Immune-Susceptible
0.0,0.2,0.85,0.3748811861689775,Immune-Highly Susceptible
0.0,0.2,0.85,0.39561408540144744,Susceptible-Highly Susceptible
0.0,0.2,0.9,0.23468699699315665,Immune-Susceptible
0.0,0.2,0.9,0.40284102381356957,Immune-Highly Susceptible
0.0,0.2,0.9,0.41287138846707233,Susceptible-Highly Susceptible
0.0,0.2,0.95,0.19818114051770622,Immune-Susceptible
0.0,0.2,0.95,0.4733638302537766,Immune-Highly Susceptible
0.0,0.2,0.95,0.41162639222710434,Susceptible-Highly Susceptible
0.0,0.2,1.0,0.0595929723374881,Immune-Susceptible
0.0,0.2,1.0,0.06922959668169132,Immune-Highly Susceptible
0.0,0.2,1.0,0.07199611198841811,Susceptible-Highly Susceptible
0.0,0.25,0.0,0.13489442261296003,Immune-Susceptible
0.0,0.25,0.0,0.2549496064968395,Immune-Highly Susceptible
0.0,0.25,0.0,0.25780512708425696,Susceptible-Highly Susceptible
0.0,0.25,0.05,0.14101160793659404,Immune-Susceptible
0.0,0.25,0.05,0.24836985748678395,Immune-Highly Susceptible
0.0,0.25,0.05,0.2479431695599038,Susceptible-Highly Susceptible
0.0,0.25,0.1,0.13969335913737532,Immune-Susceptible
0.0,0.25,0.1,0.27782770581794664,Immune-Highly Susceptible
0.0,0.25,0.1,0.2789910463983696,Susceptible-Highly Susceptible
0.0,0.25,0.15,0.13065490057713672,Immune-Susceptible
0.0,0.25,0.15,0.2819255670933537,Immune-Highly Susceptible
0.0,0.25,0.15,0.28243257745208467,Susceptible-Highly Susceptible
0.0,0.25,0.2,0.14390372916617125,Immune-Susceptible
0.0,0.25,0.2,0.26556904753730143,Immune-Highly Susceptible
0.0,0.25,0.2,0.269954381937682,Susceptible-Highly Susceptible
0.0,0.25,0.25,0.11750344186036112,Immune-Susceptible
0.0,0.25,0.25,0.26651015753523893,Immune-Highly Susceptible
0.0,0.25,0.25,0.26053731937605284,Susceptible-Highly Susceptible
0.0,0.25,0.3,0.1215496363329604,Immune-Susceptible
0.0,0.25,0.3,0.28899396204743566,Immune-Highly Susceptible
0.0,0.25,0.3,0.2835314634857357,Susceptible-Highly Susceptible
0.0,0.25,0.35,0.11803665741637892,Immune-Susceptible
0.0,0.25,0.35,0.2955719482621498,Immune-Highly Susceptible
0.0,0.25,0.35,0.2988881388227998,Susceptible-Highly Susceptible
0.0,0.25,0.4,0.12381675745880136,Immune-Susceptible
0.0,0.25,0.4,0.3069506407401993,Immune-Highly Susceptible
0.0,0.25,0.4,0.307931350782326,Susceptible-Highly Susceptible
0.0,0.25,0.45,0.15649957728787303,Immune-Susceptible
0.0,0.25,0.45,0.28203723263998104,Immune-Highly Susceptible
0.0,0.25,0.45,0.3012334597234431,Susceptible-Highly Susceptible
0.0,0.25,0.5,0.15886323116143913,Immune-Susceptible
0.0,0.25,0.5,0.2881699111806706,Immune-Highly Susceptible
0.0,0.25,0.5,0.2839091961750222,Susceptible-Highly Susceptible
0.0,0.25,0.55,0.15070191736511454,Immune-Susceptible
0.0,0.25,0.55,0.30503116553394455,Immune-Highly Susceptible
0.0,0.25,0.55,0.30388840352440427,Susceptible-Highly Susceptible
0.0,0.25,0.6,0.155724031820965,Immune-Susceptible
0.0,0.25,0.6,0.32757023380658046,Immune-Highly Susceptible
0.0,0.25,0.6,0.32107422871916147,Susceptible-Highly Susceptible
0.0,0.25,0.65,0.16725184868982684,Immune-Susceptible
0.0,0.25,0.65,0.31458378867943065,Immune-Highly Susceptible
0.0,0.25,0.65,0.31284314323394413,Susceptible-Highly Susceptible
0.0,0.25,0.7,0.17112020516117546,Immune-Susceptible
0.0,0.25,0.7,0.31900438646164886,Immune-Highly Susceptible
0.0,0.25,0.7,0.31943739687338857,Susceptible-Highly Susceptible
0.0,0.25,0.75,0.16876304436376863,Immune-Susceptible
0.0,0.25,0.75,0.3631396839125222,Immune-Highly Susceptible
0.0,0.25,0.75,0.3656226224284334,Susceptible-Highly Susceptible
0.0,0.25,0.8,0.19101027608983911,Immune-Susceptible
0.0,0.25,0.8,0.36812815773344804,Immune-Highly Susceptible
0.0,0.25,0.8,0.3804295422520794,Susceptible-Highly Susceptible
0.0,0.25,0.85,0.2048023016296162,Immune-Susceptible
0.0,0.25,0.85,0.37634182418062856,Immune-Highly Susceptible
